Quarter,Postal code,Building type,Price per square meter (EUR/m2)
2016Q1,00680 Itä-Pakila   (Helsinki ),"Blocks of flats, two-room flat",..
2016Q1,00680 Itä-Pakila   (Helsinki ),"Blocks of flats, three-room flat+",..
2016Q1,00690 Tuomarinkylä-Torpparinmäki   (Helsinki ),"Blocks of flats, one-room flat",..
2016Q1,00690 Tuomarinkylä-Torpparinmäki   (Helsinki ),"Blocks of flats, two-room flat",..
2016Q1,00690 Tuomarinkylä-Torpparinmäki   (Helsinki ),"Blocks of flats, three-room flat+",..
2016Q1,00700 Malmi   (Helsinki ),"Blocks of flats, one-room flat",..
2016Q1,00700 Malmi   (Helsinki ),"Blocks of flats, two-room flat",3216
2016Q1,00700 Malmi   (Helsinki ),"Blocks of flats, three-room flat+",2519
2016Q1,00710 Pihlajamäki   (Helsinki ),"Blocks of flats, one-room flat",..
2016Q1,00710 Pihlajamäki   (Helsinki ),"Blocks of flats, two-room flat",2490
2016Q1,00710 Pihlajamäki   (Helsinki ),"Blocks of flats, three-room flat+",2349
2016Q1,00720 Pukinmäki-Savela   (Helsinki ),"Blocks of flats, one-room flat",..
2016Q1,00720 Pukinmäki-Savela   (Helsinki ),"Blocks of flats, two-room flat",3089
2016Q1,00720 Pukinmäki-Savela   (Helsinki ),"Blocks of flats, three-room flat+",2676
2016Q1,00730 Tapanila   (Helsinki ),"Blocks of flats, one-room flat",..
2016Q1,00730 Tapanila   (Helsinki ),"Blocks of flats, two-room flat",..
2016Q1,00730 Tapanila   (Helsinki ),"Blocks of flats, three-room flat+",..
2016Q1,00740 Siltamäki   (Helsinki ),"Blocks of flats, one-room flat",..
2016Q1,00740 Siltamäki   (Helsinki ),"Blocks of flats, two-room flat",..
2016Q1,00740 Siltamäki   (Helsinki ),"Blocks of flats, three-room flat+",2005
2016Q1,00750 Puistola   (Helsinki ),"Blocks of flats, one-room flat",..
2016Q1,00750 Puistola   (Helsinki ),"Blocks of flats, two-room flat",..
2016Q1,00750 Puistola   (Helsinki ),"Blocks of flats, three-room flat+",..
2016Q1,00760 Suurmetsä   (Helsinki ),"Blocks of flats, one-room flat",..
2016Q1,00760 Suurmetsä   (Helsinki ),"Blocks of flats, two-room flat",..
2016Q1,00760 Suurmetsä   (Helsinki ),"Blocks of flats, three-room flat+",..
2016Q1,00770 Jakomäki - Alppikylä   (Helsinki ),"Blocks of flats, one-room flat",..
2016Q1,00770 Jakomäki - Alppikylä   (Helsinki ),"Blocks of flats, two-room flat",..
2016Q1,00770 Jakomäki - Alppikylä   (Helsinki ),"Blocks of flats, three-room flat+",..
2016Q1,00780 Tapaninvainio   (Helsinki ),"Blocks of flats, one-room flat",..
2016Q1,00780 Tapaninvainio   (Helsinki ),"Blocks of flats, two-room flat",..
2016Q1,00780 Tapaninvainio   (Helsinki ),"Blocks of flats, three-room flat+",..
2016Q1,00790 Viikki   (Helsinki ),"Blocks of flats, one-room flat",..
2016Q1,00790 Viikki   (Helsinki ),"Blocks of flats, two-room flat",4365
2016Q1,00790 Viikki   (Helsinki ),"Blocks of flats, three-room flat+",..
2016Q1,00800 Länsi-Herttoniemi   (Helsinki ),"Blocks of flats, one-room flat",4857
2016Q1,00800 Länsi-Herttoniemi   (Helsinki ),"Blocks of flats, two-room flat",..
2016Q1,00800 Länsi-Herttoniemi   (Helsinki ),"Blocks of flats, three-room flat+",..
2016Q1,00810 Herttoniemi   (Helsinki ),"Blocks of flats, one-room flat",..
2016Q1,00810 Herttoniemi   (Helsinki ),"Blocks of flats, two-room flat",..
2016Q1,00810 Herttoniemi   (Helsinki ),"Blocks of flats, three-room flat+",4061
2016Q1,00820 Roihuvuori   (Helsinki ),"Blocks of flats, one-room flat",4107
2016Q1,00820 Roihuvuori   (Helsinki ),"Blocks of flats, two-room flat",2857
2016Q1,00820 Roihuvuori   (Helsinki ),"Blocks of flats, three-room flat+",2712
2016Q1,00830 Tammisalo   (Helsinki ),"Blocks of flats, one-room flat",..
2016Q1,00830 Tammisalo   (Helsinki ),"Blocks of flats, two-room flat",..
2016Q1,00830 Tammisalo   (Helsinki ),"Blocks of flats, three-room flat+",..
2016Q1,00840 Laajasalo   (Helsinki ),"Blocks of flats, one-room flat",..
2016Q1,00840 Laajasalo   (Helsinki ),"Blocks of flats, two-room flat",3516
2016Q1,00840 Laajasalo   (Helsinki ),"Blocks of flats, three-room flat+",2861
2016Q1,00850 Jollas   (Helsinki ),"Blocks of flats, one-room flat",..
2016Q1,00850 Jollas   (Helsinki ),"Blocks of flats, two-room flat",..
2016Q1,00850 Jollas   (Helsinki ),"Blocks of flats, three-room flat+",..
2016Q1,00870 Etelä-Laajasalo   (Helsinki ),"Blocks of flats, one-room flat",..
2016Q1,00870 Etelä-Laajasalo   (Helsinki ),"Blocks of flats, two-room flat",..
2016Q1,00870 Etelä-Laajasalo   (Helsinki ),"Blocks of flats, three-room flat+",..
2016Q1,00890 Itäsalmi   (Helsinki ),"Blocks of flats, one-room flat",..
2016Q1,00890 Itäsalmi   (Helsinki ),"Blocks of flats, two-room flat",..
2016Q1,00890 Itäsalmi   (Helsinki ),"Blocks of flats, three-room flat+",..
2016Q1,00900 Puotinharju   (Helsinki ),"Blocks of flats, one-room flat",3884
2016Q1,00900 Puotinharju   (Helsinki ),"Blocks of flats, two-room flat",..
2016Q1,00900 Puotinharju   (Helsinki ),"Blocks of flats, three-room flat+",2594
2016Q1,00910 Puotila   (Helsinki ),"Blocks of flats, one-room flat",..
2016Q1,00910 Puotila   (Helsinki ),"Blocks of flats, two-room flat",3052
2016Q1,00910 Puotila   (Helsinki ),"Blocks of flats, three-room flat+",2928
2016Q1,00920 Myllypuro   (Helsinki ),"Blocks of flats, one-room flat",..
2016Q1,00920 Myllypuro   (Helsinki ),"Blocks of flats, two-room flat",2584
2016Q1,00920 Myllypuro   (Helsinki ),"Blocks of flats, three-room flat+",2406
2016Q1,00930 Itäkeskus-Marjaniemi   (Helsinki ),"Blocks of flats, one-room flat",..
2016Q1,00930 Itäkeskus-Marjaniemi   (Helsinki ),"Blocks of flats, two-room flat",..
2016Q1,00930 Itäkeskus-Marjaniemi   (Helsinki ),"Blocks of flats, three-room flat+",..
2016Q1,00940 Kontula - Vesala   (Helsinki ),"Blocks of flats, one-room flat",..
2016Q1,00940 Kontula - Vesala   (Helsinki ),"Blocks of flats, two-room flat",..
2016Q1,00940 Kontula - Vesala   (Helsinki ),"Blocks of flats, three-room flat+",1954
2016Q1,00950 Vartioharju   (Helsinki ),"Blocks of flats, one-room flat",..
2016Q1,00950 Vartioharju   (Helsinki ),"Blocks of flats, two-room flat",..
2016Q1,00950 Vartioharju   (Helsinki ),"Blocks of flats, three-room flat+",..
2016Q1,00960 Pohjois-Vuosaari   (Helsinki ),"Blocks of flats, one-room flat",..
2016Q1,00960 Pohjois-Vuosaari   (Helsinki ),"Blocks of flats, two-room flat",2802
2016Q1,00960 Pohjois-Vuosaari   (Helsinki ),"Blocks of flats, three-room flat+",2795
2016Q1,00970 Mellunmäki   (Helsinki ),"Blocks of flats, one-room flat",..
2016Q1,00970 Mellunmäki   (Helsinki ),"Blocks of flats, two-room flat",2271
2016Q1,00970 Mellunmäki   (Helsinki ),"Blocks of flats, three-room flat+",2083
2016Q1,00980 Etelä-Vuosaari   (Helsinki ),"Blocks of flats, one-room flat",..
2016Q1,00980 Etelä-Vuosaari   (Helsinki ),"Blocks of flats, two-room flat",..
2016Q1,00980 Etelä-Vuosaari   (Helsinki ),"Blocks of flats, three-room flat+",2870
2016Q1,00990 Aurinkolahti   (Helsinki ),"Blocks of flats, one-room flat",..
2016Q1,00990 Aurinkolahti   (Helsinki ),"Blocks of flats, two-room flat",4206
2016Q1,00990 Aurinkolahti   (Helsinki ),"Blocks of flats, three-room flat+",4263
2016Q1,01200 Hakunila   (Vantaa ),"Blocks of flats, one-room flat",..
2016Q1,01200 Hakunila   (Vantaa ),"Blocks of flats, two-room flat",2269
2016Q1,01200 Hakunila   (Vantaa ),"Blocks of flats, three-room flat+",..
2016Q1,01230 Vaarala   (Vantaa ),"Blocks of flats, one-room flat",..
2016Q1,01230 Vaarala   (Vantaa ),"Blocks of flats, two-room flat",..
2016Q1,01230 Vaarala   (Vantaa ),"Blocks of flats, three-room flat+",..
2016Q1,01260 Itä-Hakkila   (Vantaa ),"Blocks of flats, one-room flat",..
2016Q1,01260 Itä-Hakkila   (Vantaa ),"Blocks of flats, two-room flat",..
2016Q1,01260 Itä-Hakkila   (Vantaa ),"Blocks of flats, three-room flat+",..
2016Q1,01280 Länsimäki   (Vantaa ),"Blocks of flats, one-room flat",..
2016Q1,01280 Länsimäki   (Vantaa ),"Blocks of flats, two-room flat",..
2016Q1,01280 Länsimäki   (Vantaa ),"Blocks of flats, three-room flat+",1744
2016Q1,01300 Tikkurila   (Vantaa ),"Blocks of flats, one-room flat",..
2016Q1,01300 Tikkurila   (Vantaa ),"Blocks of flats, two-room flat",..
2016Q1,01300 Tikkurila   (Vantaa ),"Blocks of flats, three-room flat+",2624
2016Q1,01340 Leinelä   (Vantaa ),"Blocks of flats, one-room flat",..
2016Q1,01340 Leinelä   (Vantaa ),"Blocks of flats, two-room flat",..
2016Q1,01340 Leinelä   (Vantaa ),"Blocks of flats, three-room flat+",..
2016Q1,01350 Hiekkaharju   (Vantaa ),"Blocks of flats, one-room flat",..
2016Q1,01350 Hiekkaharju   (Vantaa ),"Blocks of flats, two-room flat",2546
2016Q1,01350 Hiekkaharju   (Vantaa ),"Blocks of flats, three-room flat+",..
2016Q1,01360 Koivukylä-Havukoski   (Vantaa ),"Blocks of flats, one-room flat",..
2016Q1,01360 Koivukylä-Havukoski   (Vantaa ),"Blocks of flats, two-room flat",2030
2016Q1,01360 Koivukylä-Havukoski   (Vantaa ),"Blocks of flats, three-room flat+",1712
2016Q1,01370 Jokiniemi   (Vantaa ),"Blocks of flats, one-room flat",..
2016Q1,01370 Jokiniemi   (Vantaa ),"Blocks of flats, two-room flat",..
2016Q1,01370 Jokiniemi   (Vantaa ),"Blocks of flats, three-room flat+",..
2016Q1,01380 Kuusikko-Hakkila   (Vantaa ),"Blocks of flats, one-room flat",..
2016Q1,01380 Kuusikko-Hakkila   (Vantaa ),"Blocks of flats, two-room flat",..
2016Q1,01380 Kuusikko-Hakkila   (Vantaa ),"Blocks of flats, three-room flat+",..
2016Q1,01390 Ruskeasanta-Ilola   (Vantaa ),"Blocks of flats, one-room flat",..
2016Q1,01390 Ruskeasanta-Ilola   (Vantaa ),"Blocks of flats, two-room flat",..
2016Q1,01390 Ruskeasanta-Ilola   (Vantaa ),"Blocks of flats, three-room flat+",..
2016Q1,01400 Rekola   (Vantaa ),"Blocks of flats, one-room flat",..
2016Q1,01400 Rekola   (Vantaa ),"Blocks of flats, two-room flat",..
2016Q1,01400 Rekola   (Vantaa ),"Blocks of flats, three-room flat+",..
2016Q1,01420 Päiväkumpu   (Vantaa ),"Blocks of flats, one-room flat",..
2016Q1,01420 Päiväkumpu   (Vantaa ),"Blocks of flats, two-room flat",..
2016Q1,01420 Päiväkumpu   (Vantaa ),"Blocks of flats, three-room flat+",..
2016Q1,01450 Korso   (Vantaa ),"Blocks of flats, one-room flat",..
2016Q1,01450 Korso   (Vantaa ),"Blocks of flats, two-room flat",..
2016Q1,01450 Korso   (Vantaa ),"Blocks of flats, three-room flat+",2195
2016Q1,01480 Mikkola   (Vantaa ),"Blocks of flats, one-room flat",2276
2016Q1,01480 Mikkola   (Vantaa ),"Blocks of flats, two-room flat",1957
2016Q1,01480 Mikkola   (Vantaa ),"Blocks of flats, three-room flat+",..
2016Q1,01510 Kirkonkylä-Veromäki   (Vantaa ),"Blocks of flats, one-room flat",..
2016Q1,01510 Kirkonkylä-Veromäki   (Vantaa ),"Blocks of flats, two-room flat",..
2016Q1,01510 Kirkonkylä-Veromäki   (Vantaa ),"Blocks of flats, three-room flat+",3349
2016Q1,01520 Tammisto   (Vantaa ),"Blocks of flats, one-room flat",..
2016Q1,01520 Tammisto   (Vantaa ),"Blocks of flats, two-room flat",..
2016Q1,01520 Tammisto   (Vantaa ),"Blocks of flats, three-room flat+",3454
2016Q1,01530 Veromiehenkylä   (Vantaa ),"Blocks of flats, one-room flat",..
2016Q1,01530 Veromiehenkylä   (Vantaa ),"Blocks of flats, two-room flat",..
2016Q1,01530 Veromiehenkylä   (Vantaa ),"Blocks of flats, three-room flat+",..
2016Q1,01600 Myyrmäki   (Vantaa ),"Blocks of flats, one-room flat",3625
2016Q1,01600 Myyrmäki   (Vantaa ),"Blocks of flats, two-room flat",2732
2016Q1,01600 Myyrmäki   (Vantaa ),"Blocks of flats, three-room flat+",2262
2016Q1,01610 Kaivoksela   (Vantaa ),"Blocks of flats, one-room flat",..
2016Q1,01610 Kaivoksela   (Vantaa ),"Blocks of flats, two-room flat",2773
2016Q1,01610 Kaivoksela   (Vantaa ),"Blocks of flats, three-room flat+",2371
2016Q1,01620 Martinlaakso   (Vantaa ),"Blocks of flats, one-room flat",..
2016Q1,01620 Martinlaakso   (Vantaa ),"Blocks of flats, two-room flat",2398
2016Q1,01620 Martinlaakso   (Vantaa ),"Blocks of flats, three-room flat+",2059
2016Q1,01630 Hämeenkylä   (Vantaa ),"Blocks of flats, one-room flat",..
2016Q1,01630 Hämeenkylä   (Vantaa ),"Blocks of flats, two-room flat",..
2016Q1,01630 Hämeenkylä   (Vantaa ),"Blocks of flats, three-room flat+",..
2016Q1,01640 Hämevaara   (Vantaa ),"Blocks of flats, one-room flat",..
2016Q1,01640 Hämevaara   (Vantaa ),"Blocks of flats, two-room flat",..
2016Q1,01640 Hämevaara   (Vantaa ),"Blocks of flats, three-room flat+",..
2016Q1,01650 Vapaala   (Vantaa ),"Blocks of flats, one-room flat",..
2016Q1,01650 Vapaala   (Vantaa ),"Blocks of flats, two-room flat",2054
2016Q1,01650 Vapaala   (Vantaa ),"Blocks of flats, three-room flat+",..
2016Q1,01660 Varisto   (Vantaa ),"Blocks of flats, one-room flat",..
2016Q1,01660 Varisto   (Vantaa ),"Blocks of flats, two-room flat",..
2016Q1,01660 Varisto   (Vantaa ),"Blocks of flats, three-room flat+",..
2016Q1,01670 Vantaanlaakso   (Vantaa ),"Blocks of flats, one-room flat",..
2016Q1,01670 Vantaanlaakso   (Vantaa ),"Blocks of flats, two-room flat",..
2016Q1,01670 Vantaanlaakso   (Vantaa ),"Blocks of flats, three-room flat+",..
2016Q1,01680 Askisto   (Vantaa ),"Blocks of flats, one-room flat",..
2016Q1,01680 Askisto   (Vantaa ),"Blocks of flats, two-room flat",..
2016Q1,01680 Askisto   (Vantaa ),"Blocks of flats, three-room flat+",..
2016Q1,01690 Ylästö   (Vantaa ),"Blocks of flats, one-room flat",..
2016Q1,01690 Ylästö   (Vantaa ),"Blocks of flats, two-room flat",..
2016Q1,01690 Ylästö   (Vantaa ),"Blocks of flats, three-room flat+",..
2016Q1,01700 Kivistö   (Vantaa ),"Blocks of flats, one-room flat",..
2016Q1,01700 Kivistö   (Vantaa ),"Blocks of flats, two-room flat",..
2016Q1,01700 Kivistö   (Vantaa ),"Blocks of flats, three-room flat+",..
2016Q1,01710 Pähkinärinne   (Vantaa ),"Blocks of flats, one-room flat",..
2016Q1,01710 Pähkinärinne   (Vantaa ),"Blocks of flats, two-room flat",2664
2016Q1,01710 Pähkinärinne   (Vantaa ),"Blocks of flats, three-room flat+",2119
2016Q1,01720 Petikko   (Vantaa ),"Blocks of flats, one-room flat",..
2016Q1,01720 Petikko   (Vantaa ),"Blocks of flats, two-room flat",..
2016Q1,01720 Petikko   (Vantaa ),"Blocks of flats, three-room flat+",..
2016Q1,01730 Vantaanpuisto   (Vantaa ),"Blocks of flats, one-room flat",..
2016Q1,01730 Vantaanpuisto   (Vantaa ),"Blocks of flats, two-room flat",..
2016Q1,01730 Vantaanpuisto   (Vantaa ),"Blocks of flats, three-room flat+",..
2016Q1,01750 Keimola   (Vantaa ),"Blocks of flats, one-room flat",..
2016Q1,01750 Keimola   (Vantaa ),"Blocks of flats, two-room flat",..
2016Q1,01750 Keimola   (Vantaa ),"Blocks of flats, three-room flat+",..
2016Q1,01760 Seutula   (Vantaa ),"Blocks of flats, one-room flat",..
2016Q1,01760 Seutula   (Vantaa ),"Blocks of flats, two-room flat",..
2016Q1,01760 Seutula   (Vantaa ),"Blocks of flats, three-room flat+",..
2016Q1,02100 Tapiola   (Espoo ),"Blocks of flats, one-room flat",..
2016Q1,02100 Tapiola   (Espoo ),"Blocks of flats, two-room flat",4867
2016Q1,02100 Tapiola   (Espoo ),"Blocks of flats, three-room flat+",3788
2016Q1,02110 Otsolahti   (Espoo ),"Blocks of flats, one-room flat",..
2016Q1,02110 Otsolahti   (Espoo ),"Blocks of flats, two-room flat",..
2016Q1,02110 Otsolahti   (Espoo ),"Blocks of flats, three-room flat+",..
2016Q1,02120 Länsikorkee-Suvikumpu   (Espoo ),"Blocks of flats, one-room flat",..
2016Q1,02120 Länsikorkee-Suvikumpu   (Espoo ),"Blocks of flats, two-room flat",4473
2016Q1,02120 Länsikorkee-Suvikumpu   (Espoo ),"Blocks of flats, three-room flat+",..
2016Q1,02130 Pohjois-Tapiola   (Espoo ),"Blocks of flats, one-room flat",..
2016Q1,02130 Pohjois-Tapiola   (Espoo ),"Blocks of flats, two-room flat",..
2016Q1,02130 Pohjois-Tapiola   (Espoo ),"Blocks of flats, three-room flat+",3881
2016Q1,02140 Laajalahti   (Espoo ),"Blocks of flats, one-room flat",..
2016Q1,02140 Laajalahti   (Espoo ),"Blocks of flats, two-room flat",..
2016Q1,02140 Laajalahti   (Espoo ),"Blocks of flats, three-room flat+",..
2016Q1,02150 Otaniemi   (Espoo ),"Blocks of flats, one-room flat",..
2016Q1,02150 Otaniemi   (Espoo ),"Blocks of flats, two-room flat",..
2016Q1,02150 Otaniemi   (Espoo ),"Blocks of flats, three-room flat+",..
2016Q1,02160 Westend   (Espoo ),"Blocks of flats, one-room flat",..
2016Q1,02160 Westend   (Espoo ),"Blocks of flats, two-room flat",..
2016Q1,02160 Westend   (Espoo ),"Blocks of flats, three-room flat+",..
2016Q1,02170 Haukilahti   (Espoo ),"Blocks of flats, one-room flat",..
2016Q1,02170 Haukilahti   (Espoo ),"Blocks of flats, two-room flat",3495
2016Q1,02170 Haukilahti   (Espoo ),"Blocks of flats, three-room flat+",..
2016Q1,02180 Mankkaa   (Espoo ),"Blocks of flats, one-room flat",..
2016Q1,02180 Mankkaa   (Espoo ),"Blocks of flats, two-room flat",..
2016Q1,02180 Mankkaa   (Espoo ),"Blocks of flats, three-room flat+",..
2016Q1,02200 Niittykumpu   (Espoo ),"Blocks of flats, one-room flat",..
2016Q1,02200 Niittykumpu   (Espoo ),"Blocks of flats, two-room flat",4431
2016Q1,02200 Niittykumpu   (Espoo ),"Blocks of flats, three-room flat+",4374
2016Q1,02210 Olari   (Espoo ),"Blocks of flats, one-room flat",..
2016Q1,02210 Olari   (Espoo ),"Blocks of flats, two-room flat",..
2016Q1,02210 Olari   (Espoo ),"Blocks of flats, three-room flat+",2439
2016Q1,02230 Matinkylä   (Espoo ),"Blocks of flats, one-room flat",4237
2016Q1,02230 Matinkylä   (Espoo ),"Blocks of flats, two-room flat",3426
2016Q1,02230 Matinkylä   (Espoo ),"Blocks of flats, three-room flat+",3237
2016Q1,02240 Friisilä   (Espoo ),"Blocks of flats, one-room flat",..
2016Q1,02240 Friisilä   (Espoo ),"Blocks of flats, two-room flat",..
2016Q1,02240 Friisilä   (Espoo ),"Blocks of flats, three-room flat+",..
2016Q1,02250 Henttaa   (Espoo ),"Blocks of flats, one-room flat",..
2016Q1,02250 Henttaa   (Espoo ),"Blocks of flats, two-room flat",..
2016Q1,02250 Henttaa   (Espoo ),"Blocks of flats, three-room flat+",..
2016Q1,02260 Kaitaa   (Espoo ),"Blocks of flats, one-room flat",..
2016Q1,02260 Kaitaa   (Espoo ),"Blocks of flats, two-room flat",..
2016Q1,02260 Kaitaa   (Espoo ),"Blocks of flats, three-room flat+",..
2016Q1,02270 Finnoo-Eestinmalmi   (Espoo ),"Blocks of flats, one-room flat",..
2016Q1,02270 Finnoo-Eestinmalmi   (Espoo ),"Blocks of flats, two-room flat",..
2016Q1,02270 Finnoo-Eestinmalmi   (Espoo ),"Blocks of flats, three-room flat+",..
2016Q1,02280 Malminmäki-Eestinlaakso   (Espoo ),"Blocks of flats, one-room flat",..
2016Q1,02280 Malminmäki-Eestinlaakso   (Espoo ),"Blocks of flats, two-room flat",..
2016Q1,02280 Malminmäki-Eestinlaakso   (Espoo ),"Blocks of flats, three-room flat+",..
2016Q1,02300 Nöykkiönpuro   (Espoo ),"Blocks of flats, one-room flat",..
2016Q1,02300 Nöykkiönpuro   (Espoo ),"Blocks of flats, two-room flat",..
2016Q1,02300 Nöykkiönpuro   (Espoo ),"Blocks of flats, three-room flat+",..
2016Q1,02320 Espoonlahti   (Espoo ),"Blocks of flats, one-room flat",3411
2016Q1,02320 Espoonlahti   (Espoo ),"Blocks of flats, two-room flat",3009
2016Q1,02320 Espoonlahti   (Espoo ),"Blocks of flats, three-room flat+",2829
2016Q1,02330 Saunalahti-Kattilalaakso   (Espoo ),"Blocks of flats, one-room flat",..
2016Q1,02330 Saunalahti-Kattilalaakso   (Espoo ),"Blocks of flats, two-room flat",..
2016Q1,02330 Saunalahti-Kattilalaakso   (Espoo ),"Blocks of flats, three-room flat+",..
2016Q1,02340 Latokaski   (Espoo ),"Blocks of flats, one-room flat",..
2016Q1,02340 Latokaski   (Espoo ),"Blocks of flats, two-room flat",..
2016Q1,02340 Latokaski   (Espoo ),"Blocks of flats, three-room flat+",..
2016Q1,02360 Soukka   (Espoo ),"Blocks of flats, one-room flat",3613
2016Q1,02360 Soukka   (Espoo ),"Blocks of flats, two-room flat",2611
2016Q1,02360 Soukka   (Espoo ),"Blocks of flats, three-room flat+",2433
2016Q1,02380 Suvisaaristo   (Espoo ),"Blocks of flats, one-room flat",..
2016Q1,02380 Suvisaaristo   (Espoo ),"Blocks of flats, two-room flat",..
2016Q1,02380 Suvisaaristo   (Espoo ),"Blocks of flats, three-room flat+",..
2016Q1,02600 Etelä-Leppävaara   (Espoo ),"Blocks of flats, one-room flat",3998
2016Q1,02600 Etelä-Leppävaara   (Espoo ),"Blocks of flats, two-room flat",3956
2016Q1,02600 Etelä-Leppävaara   (Espoo ),"Blocks of flats, three-room flat+",3787
2016Q1,02610 Kilo   (Espoo ),"Blocks of flats, one-room flat",..
2016Q1,02610 Kilo   (Espoo ),"Blocks of flats, two-room flat",..
2016Q1,02610 Kilo   (Espoo ),"Blocks of flats, three-room flat+",..
2016Q1,02620 Karakallio   (Espoo ),"Blocks of flats, one-room flat",..
2016Q1,02620 Karakallio   (Espoo ),"Blocks of flats, two-room flat",..
2016Q1,02620 Karakallio   (Espoo ),"Blocks of flats, three-room flat+",2361
2016Q1,02630 Nihtisilta   (Espoo ),"Blocks of flats, one-room flat",..
2016Q1,02630 Nihtisilta   (Espoo ),"Blocks of flats, two-room flat",..
2016Q1,02630 Nihtisilta   (Espoo ),"Blocks of flats, three-room flat+",..
2016Q1,02650 Pohjois-Leppävaara   (Espoo ),"Blocks of flats, one-room flat",..
2016Q1,02650 Pohjois-Leppävaara   (Espoo ),"Blocks of flats, two-room flat",3459
2016Q1,02650 Pohjois-Leppävaara   (Espoo ),"Blocks of flats, three-room flat+",3333
2016Q1,02660 Lintuvaara   (Espoo ),"Blocks of flats, one-room flat",..
2016Q1,02660 Lintuvaara   (Espoo ),"Blocks of flats, two-room flat",..
2016Q1,02660 Lintuvaara   (Espoo ),"Blocks of flats, three-room flat+",..
2016Q1,02680 Uusmäki   (Espoo ),"Blocks of flats, one-room flat",..
2016Q1,02680 Uusmäki   (Espoo ),"Blocks of flats, two-room flat",..
2016Q1,02680 Uusmäki   (Espoo ),"Blocks of flats, three-room flat+",..
2016Q1,02700 Kauniainen   (Kauniainen ),"Blocks of flats, one-room flat",4135
2016Q1,02700 Kauniainen   (Kauniainen ),"Blocks of flats, two-room flat",4218
2016Q1,02700 Kauniainen   (Kauniainen ),"Blocks of flats, three-room flat+",3747
2016Q1,02710 Viherlaakso   (Espoo ),"Blocks of flats, one-room flat",..
2016Q1,02710 Viherlaakso   (Espoo ),"Blocks of flats, two-room flat",..
2016Q1,02710 Viherlaakso   (Espoo ),"Blocks of flats, three-room flat+",2437
2016Q1,02720 Lähderanta   (Espoo ),"Blocks of flats, one-room flat",..
2016Q1,02720 Lähderanta   (Espoo ),"Blocks of flats, two-room flat",..
2016Q1,02720 Lähderanta   (Espoo ),"Blocks of flats, three-room flat+",..
2016Q1,02730 Jupperi   (Espoo ),"Blocks of flats, one-room flat",..
2016Q1,02730 Jupperi   (Espoo ),"Blocks of flats, two-room flat",..
2016Q1,02730 Jupperi   (Espoo ),"Blocks of flats, three-room flat+",..
2016Q1,02740 Bemböle-Pakankylä   (Espoo ),"Blocks of flats, one-room flat",..
2016Q1,02740 Bemböle-Pakankylä   (Espoo ),"Blocks of flats, two-room flat",..
2016Q1,02740 Bemböle-Pakankylä   (Espoo ),"Blocks of flats, three-room flat+",..
2016Q1,02750 Sepänkylä-Kuurinniitty   (Espoo ),"Blocks of flats, one-room flat",..
2016Q1,02750 Sepänkylä-Kuurinniitty   (Espoo ),"Blocks of flats, two-room flat",..
2016Q1,02750 Sepänkylä-Kuurinniitty   (Espoo ),"Blocks of flats, three-room flat+",..
2016Q1,02760 Tuomarila-Suvela   (Espoo ),"Blocks of flats, one-room flat",..
2016Q1,02760 Tuomarila-Suvela   (Espoo ),"Blocks of flats, two-room flat",..
2016Q1,02760 Tuomarila-Suvela   (Espoo ),"Blocks of flats, three-room flat+",2491
2016Q1,02770 Espoon Keskus   (Espoo ),"Blocks of flats, one-room flat",..
2016Q1,02770 Espoon Keskus   (Espoo ),"Blocks of flats, two-room flat",..
2016Q1,02770 Espoon Keskus   (Espoo ),"Blocks of flats, three-room flat+",..
2016Q1,02780 Kauklahti   (Espoo ),"Blocks of flats, one-room flat",..
2016Q1,02780 Kauklahti   (Espoo ),"Blocks of flats, two-room flat",..
2016Q1,02780 Kauklahti   (Espoo ),"Blocks of flats, three-room flat+",..
2016Q1,02810 Gumböle-Karhusuo   (Espoo ),"Blocks of flats, one-room flat",..
2016Q1,02810 Gumböle-Karhusuo   (Espoo ),"Blocks of flats, two-room flat",..
2016Q1,02810 Gumböle-Karhusuo   (Espoo ),"Blocks of flats, three-room flat+",..
2016Q1,02820 Nupuri-Nuuksio   (Espoo ),"Blocks of flats, one-room flat",..
2016Q1,02820 Nupuri-Nuuksio   (Espoo ),"Blocks of flats, two-room flat",..
2016Q1,02820 Nupuri-Nuuksio   (Espoo ),"Blocks of flats, three-room flat+",..
2016Q1,02860 Siikajärvi   (Espoo ),"Blocks of flats, one-room flat",..
2016Q1,02860 Siikajärvi   (Espoo ),"Blocks of flats, two-room flat",..
2016Q1,02860 Siikajärvi   (Espoo ),"Blocks of flats, three-room flat+",..
2016Q1,02920 Niipperi   (Espoo ),"Blocks of flats, one-room flat",..
2016Q1,02920 Niipperi   (Espoo ),"Blocks of flats, two-room flat",..
2016Q1,02920 Niipperi   (Espoo ),"Blocks of flats, three-room flat+",..
2016Q1,02940 Lippajärvi-Järvenperä   (Espoo ),"Blocks of flats, one-room flat",..
2016Q1,02940 Lippajärvi-Järvenperä   (Espoo ),"Blocks of flats, two-room flat",..
2016Q1,02940 Lippajärvi-Järvenperä   (Espoo ),"Blocks of flats, three-room flat+",..
2016Q1,02970 Kalajärvi   (Espoo ),"Blocks of flats, one-room flat",..
2016Q1,02970 Kalajärvi   (Espoo ),"Blocks of flats, two-room flat",..
2016Q1,02970 Kalajärvi   (Espoo ),"Blocks of flats, three-room flat+",..
