Quarter,Postal code,Building type,Price per square meter (EUR/m2)
2012Q4,02750 Sepänkylä-Kuurinniitty   (Espoo ),"Blocks of flats, one-room flat",..
2012Q4,02750 Sepänkylä-Kuurinniitty   (Espoo ),"Blocks of flats, two-room flat",3485
2012Q4,02750 Sepänkylä-Kuurinniitty   (Espoo ),"Blocks of flats, three-room flat+",3337
2012Q4,02760 Tuomarila-Suvela   (Espoo ),"Blocks of flats, one-room flat",3375
2012Q4,02760 Tuomarila-Suvela   (Espoo ),"Blocks of flats, two-room flat",2476
2012Q4,02760 Tuomarila-Suvela   (Espoo ),"Blocks of flats, three-room flat+",2554
2012Q4,02770 Espoon Keskus   (Espoo ),"Blocks of flats, one-room flat",..
2012Q4,02770 Espoon Keskus   (Espoo ),"Blocks of flats, two-room flat",2799
2012Q4,02770 Espoon Keskus   (Espoo ),"Blocks of flats, three-room flat+",..
2012Q4,02780 Kauklahti   (Espoo ),"Blocks of flats, one-room flat",..
2012Q4,02780 Kauklahti   (Espoo ),"Blocks of flats, two-room flat",..
2012Q4,02780 Kauklahti   (Espoo ),"Blocks of flats, three-room flat+",2177
2012Q4,02810 Gumböle-Karhusuo   (Espoo ),"Blocks of flats, one-room flat",..
2012Q4,02810 Gumböle-Karhusuo   (Espoo ),"Blocks of flats, two-room flat",..
2012Q4,02810 Gumböle-Karhusuo   (Espoo ),"Blocks of flats, three-room flat+",..
2012Q4,02820 Nupuri-Nuuksio   (Espoo ),"Blocks of flats, one-room flat",..
2012Q4,02820 Nupuri-Nuuksio   (Espoo ),"Blocks of flats, two-room flat",..
2012Q4,02820 Nupuri-Nuuksio   (Espoo ),"Blocks of flats, three-room flat+",..
2012Q4,02860 Siikajärvi   (Espoo ),"Blocks of flats, one-room flat",..
2012Q4,02860 Siikajärvi   (Espoo ),"Blocks of flats, two-room flat",..
2012Q4,02860 Siikajärvi   (Espoo ),"Blocks of flats, three-room flat+",..
2012Q4,02920 Niipperi   (Espoo ),"Blocks of flats, one-room flat",..
2012Q4,02920 Niipperi   (Espoo ),"Blocks of flats, two-room flat",..
2012Q4,02920 Niipperi   (Espoo ),"Blocks of flats, three-room flat+",..
2012Q4,02940 Lippajärvi-Järvenperä   (Espoo ),"Blocks of flats, one-room flat",..
2012Q4,02940 Lippajärvi-Järvenperä   (Espoo ),"Blocks of flats, two-room flat",..
2012Q4,02940 Lippajärvi-Järvenperä   (Espoo ),"Blocks of flats, three-room flat+",..
2012Q4,02970 Kalajärvi   (Espoo ),"Blocks of flats, one-room flat",..
2012Q4,02970 Kalajärvi   (Espoo ),"Blocks of flats, two-room flat",..
2012Q4,02970 Kalajärvi   (Espoo ),"Blocks of flats, three-room flat+",..
2012Q4,02980 Lakisto   (Espoo ),"Blocks of flats, one-room flat",..
2012Q4,02980 Lakisto   (Espoo ),"Blocks of flats, two-room flat",..
2012Q4,02980 Lakisto   (Espoo ),"Blocks of flats, three-room flat+",..
2012Q4,04330 Lahela   (Tuusula ),"Blocks of flats, one-room flat",..
2012Q4,04330 Lahela   (Tuusula ),"Blocks of flats, two-room flat",..
2012Q4,04330 Lahela   (Tuusula ),"Blocks of flats, three-room flat+",..
2012Q4,15840 Riihelä   (Lahti ),"Blocks of flats, one-room flat",..
2012Q4,15840 Riihelä   (Lahti ),"Blocks of flats, two-room flat",..
2012Q4,15840 Riihelä   (Lahti ),"Blocks of flats, three-room flat+",..
2012Q4,65520 Helsingby   (Mustasaari ),"Blocks of flats, one-room flat",..
2012Q4,65520 Helsingby   (Mustasaari ),"Blocks of flats, two-room flat",..
2012Q4,65520 Helsingby   (Mustasaari ),"Blocks of flats, three-room flat+",..
2013Q1,00100 Helsinki Keskusta - Etu-Töölö   (Helsinki ),"Blocks of flats, one-room flat",6150
2013Q1,00100 Helsinki Keskusta - Etu-Töölö   (Helsinki ),"Blocks of flats, two-room flat",6031
2013Q1,00100 Helsinki Keskusta - Etu-Töölö   (Helsinki ),"Blocks of flats, three-room flat+",5424
2013Q1,00120 Punavuori   (Helsinki ),"Blocks of flats, one-room flat",6626
2013Q1,00120 Punavuori   (Helsinki ),"Blocks of flats, two-room flat",5895
2013Q1,00120 Punavuori   (Helsinki ),"Blocks of flats, three-room flat+",6451
2013Q1,00130 Kaartinkaupunki   (Helsinki ),"Blocks of flats, one-room flat",..
2013Q1,00130 Kaartinkaupunki   (Helsinki ),"Blocks of flats, two-room flat",..
2013Q1,00130 Kaartinkaupunki   (Helsinki ),"Blocks of flats, three-room flat+",..
2013Q1,00140 Kaivopuisto - Ullanlinna   (Helsinki ),"Blocks of flats, one-room flat",6729
2013Q1,00140 Kaivopuisto - Ullanlinna   (Helsinki ),"Blocks of flats, two-room flat",6297
2013Q1,00140 Kaivopuisto - Ullanlinna   (Helsinki ),"Blocks of flats, three-room flat+",6648
2013Q1,00150 Eira - Hernesaari   (Helsinki ),"Blocks of flats, one-room flat",6095
2013Q1,00150 Eira - Hernesaari   (Helsinki ),"Blocks of flats, two-room flat",5956
2013Q1,00150 Eira - Hernesaari   (Helsinki ),"Blocks of flats, three-room flat+",6843
2013Q1,00160 Katajanokka   (Helsinki ),"Blocks of flats, one-room flat",..
2013Q1,00160 Katajanokka   (Helsinki ),"Blocks of flats, two-room flat",..
2013Q1,00160 Katajanokka   (Helsinki ),"Blocks of flats, three-room flat+",..
2013Q1,00170 Kruununhaka   (Helsinki ),"Blocks of flats, one-room flat",6299
2013Q1,00170 Kruununhaka   (Helsinki ),"Blocks of flats, two-room flat",6183
2013Q1,00170 Kruununhaka   (Helsinki ),"Blocks of flats, three-room flat+",6000
2013Q1,00180 Kamppi - Ruoholahti   (Helsinki ),"Blocks of flats, one-room flat",..
2013Q1,00180 Kamppi - Ruoholahti   (Helsinki ),"Blocks of flats, two-room flat",5442
2013Q1,00180 Kamppi - Ruoholahti   (Helsinki ),"Blocks of flats, three-room flat+",5119
2013Q1,00190 Suomenlinna   (Helsinki ),"Blocks of flats, one-room flat",..
2013Q1,00190 Suomenlinna   (Helsinki ),"Blocks of flats, two-room flat",..
2013Q1,00190 Suomenlinna   (Helsinki ),"Blocks of flats, three-room flat+",..
2013Q1,00200 Lauttasaari   (Helsinki ),"Blocks of flats, one-room flat",..
2013Q1,00200 Lauttasaari   (Helsinki ),"Blocks of flats, two-room flat",4858
2013Q1,00200 Lauttasaari   (Helsinki ),"Blocks of flats, three-room flat+",4711
2013Q1,00210 Vattuniemi   (Helsinki ),"Blocks of flats, one-room flat",..
2013Q1,00210 Vattuniemi   (Helsinki ),"Blocks of flats, two-room flat",..
2013Q1,00210 Vattuniemi   (Helsinki ),"Blocks of flats, three-room flat+",5050
2013Q1,00220 Jätkäsaari   (Helsinki ),"Blocks of flats, one-room flat",..
2013Q1,00220 Jätkäsaari   (Helsinki ),"Blocks of flats, two-room flat",..
2013Q1,00220 Jätkäsaari   (Helsinki ),"Blocks of flats, three-room flat+",..
2013Q1,00240 Länsi-Pasila   (Helsinki ),"Blocks of flats, one-room flat",..
2013Q1,00240 Länsi-Pasila   (Helsinki ),"Blocks of flats, two-room flat",..
2013Q1,00240 Länsi-Pasila   (Helsinki ),"Blocks of flats, three-room flat+",..
2013Q1,00250 Taka-Töölö   (Helsinki ),"Blocks of flats, one-room flat",5940
2013Q1,00250 Taka-Töölö   (Helsinki ),"Blocks of flats, two-room flat",5118
2013Q1,00250 Taka-Töölö   (Helsinki ),"Blocks of flats, three-room flat+",4723
2013Q1,00260 Keski-Töölö   (Helsinki ),"Blocks of flats, one-room flat",6435
2013Q1,00260 Keski-Töölö   (Helsinki ),"Blocks of flats, two-room flat",5346
2013Q1,00260 Keski-Töölö   (Helsinki ),"Blocks of flats, three-room flat+",5640
2013Q1,00270 Pohjois-Meilahti   (Helsinki ),"Blocks of flats, one-room flat",6129
2013Q1,00270 Pohjois-Meilahti   (Helsinki ),"Blocks of flats, two-room flat",4994
2013Q1,00270 Pohjois-Meilahti   (Helsinki ),"Blocks of flats, three-room flat+",5019
2013Q1,00280 Ruskeasuo   (Helsinki ),"Blocks of flats, one-room flat",..
2013Q1,00280 Ruskeasuo   (Helsinki ),"Blocks of flats, two-room flat",..
2013Q1,00280 Ruskeasuo   (Helsinki ),"Blocks of flats, three-room flat+",4731
2013Q1,00290 Meilahden sairaala-alue   (Helsinki ),"Blocks of flats, one-room flat",..
2013Q1,00290 Meilahden sairaala-alue   (Helsinki ),"Blocks of flats, two-room flat",..
2013Q1,00290 Meilahden sairaala-alue   (Helsinki ),"Blocks of flats, three-room flat+",..
2013Q1,00300 Pikku Huopalahti   (Helsinki ),"Blocks of flats, one-room flat",..
2013Q1,00300 Pikku Huopalahti   (Helsinki ),"Blocks of flats, two-room flat",..
2013Q1,00300 Pikku Huopalahti   (Helsinki ),"Blocks of flats, three-room flat+",..
2013Q1,00310 Kivihaka   (Helsinki ),"Blocks of flats, one-room flat",..
2013Q1,00310 Kivihaka   (Helsinki ),"Blocks of flats, two-room flat",..
2013Q1,00310 Kivihaka   (Helsinki ),"Blocks of flats, three-room flat+",..
2013Q1,00320 Etelä-Haaga   (Helsinki ),"Blocks of flats, one-room flat",4680
2013Q1,00320 Etelä-Haaga   (Helsinki ),"Blocks of flats, two-room flat",3941
2013Q1,00320 Etelä-Haaga   (Helsinki ),"Blocks of flats, three-room flat+",3766
2013Q1,00330 Munkkiniemi   (Helsinki ),"Blocks of flats, one-room flat",..
2013Q1,00330 Munkkiniemi   (Helsinki ),"Blocks of flats, two-room flat",4802
2013Q1,00330 Munkkiniemi   (Helsinki ),"Blocks of flats, three-room flat+",4701
2013Q1,00340 Kuusisaari-Lehtisaari   (Helsinki ),"Blocks of flats, one-room flat",..
2013Q1,00340 Kuusisaari-Lehtisaari   (Helsinki ),"Blocks of flats, two-room flat",..
2013Q1,00340 Kuusisaari-Lehtisaari   (Helsinki ),"Blocks of flats, three-room flat+",..
2013Q1,00350 Munkkivuori-Niemenmäki   (Helsinki ),"Blocks of flats, one-room flat",..
2013Q1,00350 Munkkivuori-Niemenmäki   (Helsinki ),"Blocks of flats, two-room flat",4034
2013Q1,00350 Munkkivuori-Niemenmäki   (Helsinki ),"Blocks of flats, three-room flat+",3735
2013Q1,00360 Pajamäki   (Helsinki ),"Blocks of flats, one-room flat",..
2013Q1,00360 Pajamäki   (Helsinki ),"Blocks of flats, two-room flat",..
2013Q1,00360 Pajamäki   (Helsinki ),"Blocks of flats, three-room flat+",..
2013Q1,00370 Reimarla   (Helsinki ),"Blocks of flats, one-room flat",..
2013Q1,00370 Reimarla   (Helsinki ),"Blocks of flats, two-room flat",3302
2013Q1,00370 Reimarla   (Helsinki ),"Blocks of flats, three-room flat+",..
2013Q1,00380 Pitäjänmäen teollisuusalue   (Helsinki ),"Blocks of flats, one-room flat",..
2013Q1,00380 Pitäjänmäen teollisuusalue   (Helsinki ),"Blocks of flats, two-room flat",4396
2013Q1,00380 Pitäjänmäen teollisuusalue   (Helsinki ),"Blocks of flats, three-room flat+",..
2013Q1,00390 Konala   (Helsinki ),"Blocks of flats, one-room flat",..
2013Q1,00390 Konala   (Helsinki ),"Blocks of flats, two-room flat",2869
2013Q1,00390 Konala   (Helsinki ),"Blocks of flats, three-room flat+",2635
2013Q1,00400 Pohjois-Haaga   (Helsinki ),"Blocks of flats, one-room flat",4373
2013Q1,00400 Pohjois-Haaga   (Helsinki ),"Blocks of flats, two-room flat",3482
2013Q1,00400 Pohjois-Haaga   (Helsinki ),"Blocks of flats, three-room flat+",3288
2013Q1,00410 Malminkartano   (Helsinki ),"Blocks of flats, one-room flat",..
2013Q1,00410 Malminkartano   (Helsinki ),"Blocks of flats, two-room flat",..
2013Q1,00410 Malminkartano   (Helsinki ),"Blocks of flats, three-room flat+",..
2013Q1,00420 Kannelmäki   (Helsinki ),"Blocks of flats, one-room flat",..
2013Q1,00420 Kannelmäki   (Helsinki ),"Blocks of flats, two-room flat",2941
2013Q1,00420 Kannelmäki   (Helsinki ),"Blocks of flats, three-room flat+",2514
2013Q1,00430 Maununneva   (Helsinki ),"Blocks of flats, one-room flat",..
2013Q1,00430 Maununneva   (Helsinki ),"Blocks of flats, two-room flat",..
2013Q1,00430 Maununneva   (Helsinki ),"Blocks of flats, three-room flat+",..
2013Q1,00440 Lassila   (Helsinki ),"Blocks of flats, one-room flat",..
2013Q1,00440 Lassila   (Helsinki ),"Blocks of flats, two-room flat",..
2013Q1,00440 Lassila   (Helsinki ),"Blocks of flats, three-room flat+",2964
2013Q1,00500 Sörnäinen   (Helsinki ),"Blocks of flats, one-room flat",5109
2013Q1,00500 Sörnäinen   (Helsinki ),"Blocks of flats, two-room flat",4435
2013Q1,00500 Sörnäinen   (Helsinki ),"Blocks of flats, three-room flat+",3911
2013Q1,00510 Etu-Vallila - Alppila   (Helsinki ),"Blocks of flats, one-room flat",..
2013Q1,00510 Etu-Vallila - Alppila   (Helsinki ),"Blocks of flats, two-room flat",4563
2013Q1,00510 Etu-Vallila - Alppila   (Helsinki ),"Blocks of flats, three-room flat+",..
2013Q1,00520 Itä-Pasila   (Helsinki ),"Blocks of flats, one-room flat",5181
2013Q1,00520 Itä-Pasila   (Helsinki ),"Blocks of flats, two-room flat",4380
2013Q1,00520 Itä-Pasila   (Helsinki ),"Blocks of flats, three-room flat+",4305
2013Q1,00530 Kallio   (Helsinki ),"Blocks of flats, one-room flat",5111
2013Q1,00530 Kallio   (Helsinki ),"Blocks of flats, two-room flat",4577
2013Q1,00530 Kallio   (Helsinki ),"Blocks of flats, three-room flat+",4300
2013Q1,00540 Kalasatama   (Helsinki ),"Blocks of flats, one-room flat",..
2013Q1,00540 Kalasatama   (Helsinki ),"Blocks of flats, two-room flat",..
2013Q1,00540 Kalasatama   (Helsinki ),"Blocks of flats, three-room flat+",..
2013Q1,00550 Vallila   (Helsinki ),"Blocks of flats, one-room flat",4608
2013Q1,00550 Vallila   (Helsinki ),"Blocks of flats, two-room flat",4034
2013Q1,00550 Vallila   (Helsinki ),"Blocks of flats, three-room flat+",3999
2013Q1,00560 Toukola-Vanhakaupunki   (Helsinki ),"Blocks of flats, one-room flat",..
2013Q1,00560 Toukola-Vanhakaupunki   (Helsinki ),"Blocks of flats, two-room flat",5049
2013Q1,00560 Toukola-Vanhakaupunki   (Helsinki ),"Blocks of flats, three-room flat+",5110
2013Q1,00570 Kulosaari   (Helsinki ),"Blocks of flats, one-room flat",..
2013Q1,00570 Kulosaari   (Helsinki ),"Blocks of flats, two-room flat",..
2013Q1,00570 Kulosaari   (Helsinki ),"Blocks of flats, three-room flat+",..
2013Q1,00580 Verkkosaari   (Helsinki ),"Blocks of flats, one-room flat",..
2013Q1,00580 Verkkosaari   (Helsinki ),"Blocks of flats, two-room flat",..
2013Q1,00580 Verkkosaari   (Helsinki ),"Blocks of flats, three-room flat+",..
2013Q1,00590 Kaitalahti   (Helsinki ),"Blocks of flats, one-room flat",..
2013Q1,00590 Kaitalahti   (Helsinki ),"Blocks of flats, two-room flat",..
2013Q1,00590 Kaitalahti   (Helsinki ),"Blocks of flats, three-room flat+",..
2013Q1,00600 Koskela-Helsinki   (Helsinki ),"Blocks of flats, one-room flat",..
2013Q1,00600 Koskela-Helsinki   (Helsinki ),"Blocks of flats, two-room flat",..
2013Q1,00600 Koskela-Helsinki   (Helsinki ),"Blocks of flats, three-room flat+",..
2013Q1,00610 Käpylä   (Helsinki ),"Blocks of flats, one-room flat",..
2013Q1,00610 Käpylä   (Helsinki ),"Blocks of flats, two-room flat",4305
2013Q1,00610 Käpylä   (Helsinki ),"Blocks of flats, three-room flat+",3971
2013Q1,00620 Metsälä-Etelä-Oulunkylä   (Helsinki ),"Blocks of flats, one-room flat",..
2013Q1,00620 Metsälä-Etelä-Oulunkylä   (Helsinki ),"Blocks of flats, two-room flat",3783
2013Q1,00620 Metsälä-Etelä-Oulunkylä   (Helsinki ),"Blocks of flats, three-room flat+",..
2013Q1,00630 Maunula-Suursuo   (Helsinki ),"Blocks of flats, one-room flat",..
2013Q1,00630 Maunula-Suursuo   (Helsinki ),"Blocks of flats, two-room flat",..
2013Q1,00630 Maunula-Suursuo   (Helsinki ),"Blocks of flats, three-room flat+",2799
2013Q1,00640 Oulunkylä-Patola   (Helsinki ),"Blocks of flats, one-room flat",..
2013Q1,00640 Oulunkylä-Patola   (Helsinki ),"Blocks of flats, two-room flat",3151
2013Q1,00640 Oulunkylä-Patola   (Helsinki ),"Blocks of flats, three-room flat+",2920
2013Q1,00650 Veräjämäki   (Helsinki ),"Blocks of flats, one-room flat",..
2013Q1,00650 Veräjämäki   (Helsinki ),"Blocks of flats, two-room flat",..
2013Q1,00650 Veräjämäki   (Helsinki ),"Blocks of flats, three-room flat+",3089
2013Q1,00660 Länsi-Pakila   (Helsinki ),"Blocks of flats, one-room flat",..
2013Q1,00660 Länsi-Pakila   (Helsinki ),"Blocks of flats, two-room flat",..
2013Q1,00660 Länsi-Pakila   (Helsinki ),"Blocks of flats, three-room flat+",..
2013Q1,00670 Paloheinä   (Helsinki ),"Blocks of flats, one-room flat",..
2013Q1,00670 Paloheinä   (Helsinki ),"Blocks of flats, two-room flat",..
2013Q1,00670 Paloheinä   (Helsinki ),"Blocks of flats, three-room flat+",..
2013Q1,00680 Itä-Pakila   (Helsinki ),"Blocks of flats, one-room flat",..
2013Q1,00680 Itä-Pakila   (Helsinki ),"Blocks of flats, two-room flat",..
2013Q1,00680 Itä-Pakila   (Helsinki ),"Blocks of flats, three-room flat+",..
2013Q1,00690 Tuomarinkylä-Torpparinmäki   (Helsinki ),"Blocks of flats, one-room flat",..
2013Q1,00690 Tuomarinkylä-Torpparinmäki   (Helsinki ),"Blocks of flats, two-room flat",..
2013Q1,00690 Tuomarinkylä-Torpparinmäki   (Helsinki ),"Blocks of flats, three-room flat+",..
2013Q1,00700 Malmi   (Helsinki ),"Blocks of flats, one-room flat",3675
2013Q1,00700 Malmi   (Helsinki ),"Blocks of flats, two-room flat",2840
2013Q1,00700 Malmi   (Helsinki ),"Blocks of flats, three-room flat+",2735
2013Q1,00710 Pihlajamäki   (Helsinki ),"Blocks of flats, one-room flat",..
2013Q1,00710 Pihlajamäki   (Helsinki ),"Blocks of flats, two-room flat",2496
2013Q1,00710 Pihlajamäki   (Helsinki ),"Blocks of flats, three-room flat+",2288
2013Q1,00720 Pukinmäki-Savela   (Helsinki ),"Blocks of flats, one-room flat",..
2013Q1,00720 Pukinmäki-Savela   (Helsinki ),"Blocks of flats, two-room flat",2979
2013Q1,00720 Pukinmäki-Savela   (Helsinki ),"Blocks of flats, three-room flat+",2662
2013Q1,00730 Tapanila   (Helsinki ),"Blocks of flats, one-room flat",..
2013Q1,00730 Tapanila   (Helsinki ),"Blocks of flats, two-room flat",..
2013Q1,00730 Tapanila   (Helsinki ),"Blocks of flats, three-room flat+",2923
2013Q1,00740 Siltamäki   (Helsinki ),"Blocks of flats, one-room flat",..
2013Q1,00740 Siltamäki   (Helsinki ),"Blocks of flats, two-room flat",..
2013Q1,00740 Siltamäki   (Helsinki ),"Blocks of flats, three-room flat+",1975
2013Q1,00750 Puistola   (Helsinki ),"Blocks of flats, one-room flat",..
2013Q1,00750 Puistola   (Helsinki ),"Blocks of flats, two-room flat",..
2013Q1,00750 Puistola   (Helsinki ),"Blocks of flats, three-room flat+",..
2013Q1,00760 Suurmetsä   (Helsinki ),"Blocks of flats, one-room flat",..
2013Q1,00760 Suurmetsä   (Helsinki ),"Blocks of flats, two-room flat",..
2013Q1,00760 Suurmetsä   (Helsinki ),"Blocks of flats, three-room flat+",..
2013Q1,00770 Jakomäki - Alppikylä   (Helsinki ),"Blocks of flats, one-room flat",..
2013Q1,00770 Jakomäki - Alppikylä   (Helsinki ),"Blocks of flats, two-room flat",..
2013Q1,00770 Jakomäki - Alppikylä   (Helsinki ),"Blocks of flats, three-room flat+",1827
2013Q1,00780 Tapaninvainio   (Helsinki ),"Blocks of flats, one-room flat",..
2013Q1,00780 Tapaninvainio   (Helsinki ),"Blocks of flats, two-room flat",..
2013Q1,00780 Tapaninvainio   (Helsinki ),"Blocks of flats, three-room flat+",..
2013Q1,00790 Viikki   (Helsinki ),"Blocks of flats, one-room flat",..
2013Q1,00790 Viikki   (Helsinki ),"Blocks of flats, two-room flat",..
2013Q1,00790 Viikki   (Helsinki ),"Blocks of flats, three-room flat+",3698
2013Q1,00800 Länsi-Herttoniemi   (Helsinki ),"Blocks of flats, one-room flat",..
2013Q1,00800 Länsi-Herttoniemi   (Helsinki ),"Blocks of flats, two-room flat",..
2013Q1,00800 Länsi-Herttoniemi   (Helsinki ),"Blocks of flats, three-room flat+",3458
2013Q1,00810 Herttoniemi   (Helsinki ),"Blocks of flats, one-room flat",..
2013Q1,00810 Herttoniemi   (Helsinki ),"Blocks of flats, two-room flat",..
2013Q1,00810 Herttoniemi   (Helsinki ),"Blocks of flats, three-room flat+",3732
2013Q1,00820 Roihuvuori   (Helsinki ),"Blocks of flats, one-room flat",..
2013Q1,00820 Roihuvuori   (Helsinki ),"Blocks of flats, two-room flat",..
2013Q1,00820 Roihuvuori   (Helsinki ),"Blocks of flats, three-room flat+",2644
2013Q1,00830 Tammisalo   (Helsinki ),"Blocks of flats, one-room flat",..
2013Q1,00830 Tammisalo   (Helsinki ),"Blocks of flats, two-room flat",..
2013Q1,00830 Tammisalo   (Helsinki ),"Blocks of flats, three-room flat+",..
2013Q1,00840 Laajasalo   (Helsinki ),"Blocks of flats, one-room flat",..
2013Q1,00840 Laajasalo   (Helsinki ),"Blocks of flats, two-room flat",..
2013Q1,00840 Laajasalo   (Helsinki ),"Blocks of flats, three-room flat+",2550
2013Q1,00850 Jollas   (Helsinki ),"Blocks of flats, one-room flat",..
2013Q1,00850 Jollas   (Helsinki ),"Blocks of flats, two-room flat",..
2013Q1,00850 Jollas   (Helsinki ),"Blocks of flats, three-room flat+",..
2013Q1,00870 Etelä-Laajasalo   (Helsinki ),"Blocks of flats, one-room flat",..
2013Q1,00870 Etelä-Laajasalo   (Helsinki ),"Blocks of flats, two-room flat",..
2013Q1,00870 Etelä-Laajasalo   (Helsinki ),"Blocks of flats, three-room flat+",..
2013Q1,00890 Itäsalmi   (Helsinki ),"Blocks of flats, one-room flat",..
2013Q1,00890 Itäsalmi   (Helsinki ),"Blocks of flats, two-room flat",..
2013Q1,00890 Itäsalmi   (Helsinki ),"Blocks of flats, three-room flat+",..
2013Q1,00900 Puotinharju   (Helsinki ),"Blocks of flats, one-room flat",3789
2013Q1,00900 Puotinharju   (Helsinki ),"Blocks of flats, two-room flat",2689
2013Q1,00900 Puotinharju   (Helsinki ),"Blocks of flats, three-room flat+",2351
2013Q1,00910 Puotila   (Helsinki ),"Blocks of flats, one-room flat",..
2013Q1,00910 Puotila   (Helsinki ),"Blocks of flats, two-room flat",2976
2013Q1,00910 Puotila   (Helsinki ),"Blocks of flats, three-room flat+",..
