Quarter,Postal code,One-room flat,Two-room flat,Three-room flat+,Terraced houses
2016Q4,00710 Pihlajamäki   (Helsinki ),..,2663,2443,..
2016Q4,00720 Pukinmäki-Savela   (Helsinki ),..,2844,2481,..
2016Q4,00730 Tapanila   (Helsinki ),..,..,..,3364
2016Q4,00740 Siltamäki   (Helsinki ),..,2431,2075,2804
2016Q4,00750 Puistola   (Helsinki ),..,..,..,3305
2016Q4,00760 Suurmetsä   (Helsinki ),..,..,..,..
2016Q4,00770 Jakomäki - Alppikylä   (Helsinki ),..,..,..,..
2016Q4,00780 Tapaninvainio   (Helsinki ),..,..,..,..
2016Q4,00790 Viikki   (Helsinki ),..,..,..,3660
2016Q4,00800 Länsi-Herttoniemi   (Helsinki ),..,4357,..,..
2016Q4,00810 Herttoniemi   (Helsinki ),..,..,4021,..
2016Q4,00820 Roihuvuori   (Helsinki ),..,..,2758,..
2016Q4,00830 Tammisalo   (Helsinki ),..,..,..,..
2016Q4,00840 Laajasalo   (Helsinki ),4205,3237,3124,3429
2016Q4,00850 Jollas   (Helsinki ),..,..,..,..
2016Q4,00870 Etelä-Laajasalo   (Helsinki ),..,..,..,..
2016Q4,00890 Itäsalmi   (Helsinki ),..,..,..,..
2016Q4,00900 Puotinharju   (Helsinki ),..,2905,2612,..
2016Q4,00910 Puotila   (Helsinki ),4360,3143,2738,..
2016Q4,00920 Myllypuro   (Helsinki ),..,..,2421,..
2016Q4,00930 Itäkeskus-Marjaniemi   (Helsinki ),..,..,2632,..
2016Q4,00940 Kontula - Vesala   (Helsinki ),..,..,1922,2736
2016Q4,00950 Vartioharju   (Helsinki ),..,..,..,..
2016Q4,00960 Pohjois-Vuosaari   (Helsinki ),..,2890,2665,..
2016Q4,00970 Mellunmäki   (Helsinki ),..,2357,1838,..
2016Q4,00980 Etelä-Vuosaari   (Helsinki ),3869,3167,2907,3034
2016Q4,00990 Aurinkolahti   (Helsinki ),5068,4572,4162,..
2016Q4,01200 Hakunila   (Vantaa ),..,1891,1728,..
2016Q4,01230 Vaarala   (Vantaa ),..,..,..,..
2016Q4,01260 Itä-Hakkila   (Vantaa ),..,..,..,..
2016Q4,01280 Länsimäki   (Vantaa ),3016,2005,1736,2977
2016Q4,01300 Tikkurila   (Vantaa ),4194,3047,2843,2690
2016Q4,01340 Leinelä   (Vantaa ),..,..,..,..
2016Q4,01350 Hiekkaharju   (Vantaa ),..,..,2080,2950
2016Q4,01360 Koivukylä-Havukoski   (Vantaa ),2689,1983,1849,2651
2016Q4,01370 Jokiniemi   (Vantaa ),..,..,..,3234
2016Q4,01380 Kuusikko-Hakkila   (Vantaa ),..,..,..,..
2016Q4,01390 Ruskeasanta-Ilola   (Vantaa ),..,..,..,..
2016Q4,01400 Rekola   (Vantaa ),..,..,..,..
2016Q4,01420 Päiväkumpu   (Vantaa ),..,..,..,..
2016Q4,01450 Korso   (Vantaa ),..,..,1809,2672
2016Q4,01480 Mikkola   (Vantaa ),..,..,1492,..
2016Q4,01510 Kirkonkylä-Veromäki   (Vantaa ),..,4015,..,..
2016Q4,01520 Tammisto   (Vantaa ),..,..,3522,3662
2016Q4,01530 Veromiehenkylä   (Vantaa ),..,..,..,..
2016Q4,01600 Myyrmäki   (Vantaa ),..,2585,2401,..
2016Q4,01610 Kaivoksela   (Vantaa ),..,2711,2494,..
2016Q4,01620 Martinlaakso   (Vantaa ),..,2336,2160,..
2016Q4,01630 Hämeenkylä   (Vantaa ),..,..,..,2893
2016Q4,01640 Hämevaara   (Vantaa ),..,..,..,..
2016Q4,01650 Vapaala   (Vantaa ),..,2020,..,..
2016Q4,01660 Varisto   (Vantaa ),..,..,..,..
2016Q4,01670 Vantaanlaakso   (Vantaa ),..,..,..,..
2016Q4,01680 Askisto   (Vantaa ),..,..,..,..
2016Q4,01690 Ylästö   (Vantaa ),..,..,..,3543
2016Q4,01700 Kivistö   (Vantaa ),..,..,..,..
2016Q4,01710 Pähkinärinne   (Vantaa ),..,2565,2412,..
2016Q4,01720 Petikko   (Vantaa ),..,..,..,..
2016Q4,01730 Vantaanpuisto   (Vantaa ),..,..,..,..
2016Q4,01750 Keimola   (Vantaa ),..,..,..,..
2016Q4,01760 Seutula   (Vantaa ),..,..,..,..
2016Q4,02100 Tapiola   (Espoo ),..,4456,4624,..
2016Q4,02110 Otsolahti   (Espoo ),..,..,3974,..
2016Q4,02120 Länsikorkee-Suvikumpu   (Espoo ),..,..,4180,..
2016Q4,02130 Pohjois-Tapiola   (Espoo ),..,..,..,3938
2016Q4,02140 Laajalahti   (Espoo ),..,..,..,..
2016Q4,02150 Otaniemi   (Espoo ),..,..,..,..
2016Q4,02160 Westend   (Espoo ),..,..,..,..
2016Q4,02170 Haukilahti   (Espoo ),..,..,3980,4352
2016Q4,02180 Mankkaa   (Espoo ),..,..,..,3497
2016Q4,02200 Niittykumpu   (Espoo ),..,..,3959,3182
2016Q4,02210 Olari   (Espoo ),3884,3086,2609,3335
2016Q4,02230 Matinkylä   (Espoo ),4130,3694,3415,4043
2016Q4,02240 Friisilä   (Espoo ),..,..,..,..
2016Q4,02250 Henttaa   (Espoo ),..,..,..,..
2016Q4,02260 Kaitaa   (Espoo ),..,..,..,..
2016Q4,02270 Finnoo-Eestinmalmi   (Espoo ),..,..,..,..
2016Q4,02280 Malminmäki-Eestinlaakso   (Espoo ),..,..,..,..
2016Q4,02300 Nöykkiönpuro   (Espoo ),..,..,..,..
2016Q4,02320 Espoonlahti   (Espoo ),3435,2910,2378,3071
2016Q4,02330 Saunalahti-Kattilalaakso   (Espoo ),..,..,..,3698
2016Q4,02340 Latokaski   (Espoo ),..,..,..,3018
2016Q4,02360 Soukka   (Espoo ),..,..,2419,3316
2016Q4,02380 Suvisaaristo   (Espoo ),..,..,..,..
2016Q4,02600 Etelä-Leppävaara   (Espoo ),..,..,3275,..
2016Q4,02610 Kilo   (Espoo ),..,..,..,..
2016Q4,02620 Karakallio   (Espoo ),..,..,1946,2780
2016Q4,02630 Nihtisilta   (Espoo ),..,..,..,..
2016Q4,02650 Pohjois-Leppävaara   (Espoo ),..,3755,3679,..
2016Q4,02660 Lintuvaara   (Espoo ),..,..,..,..
2016Q4,02680 Uusmäki   (Espoo ),..,..,..,..
2016Q4,02700 Kauniainen   (Kauniainen ),..,3796,..,3502
2016Q4,02710 Viherlaakso   (Espoo ),..,2506,..,3139
2016Q4,02720 Lähderanta   (Espoo ),..,..,..,3069
2016Q4,02730 Jupperi   (Espoo ),..,..,..,..
2016Q4,02740 Bemböle-Pakankylä   (Espoo ),..,..,..,..
2016Q4,02750 Sepänkylä-Kuurinniitty   (Espoo ),..,..,..,3530
2016Q4,02760 Tuomarila-Suvela   (Espoo ),..,..,2848,3049
2016Q4,02770 Espoon Keskus   (Espoo ),..,..,..,..
2016Q4,02780 Kauklahti   (Espoo ),..,..,..,..
2016Q4,02810 Gumböle-Karhusuo   (Espoo ),..,..,..,..
2016Q4,02820 Nupuri-Nuuksio   (Espoo ),..,..,..,..
2016Q4,02860 Siikajärvi   (Espoo ),..,..,..,..
2016Q4,02920 Niipperi   (Espoo ),..,..,..,..
2016Q4,02940 Lippajärvi-Järvenperä   (Espoo ),..,..,..,2914
2016Q4,02970 Kalajärvi   (Espoo ),..,..,..,2891
2016Q4,02980 Lakisto   (Espoo ),..,..,..,..
2017Q1,00100 Helsinki Keskusta - Etu-Töölö   (Helsinki ),6871,6454,5963,..
2017Q1,00120 Punavuori   (Helsinki ),..,6827,5899,..
2017Q1,00130 Kaartinkaupunki   (Helsinki ),..,..,..,..
2017Q1,00140 Kaivopuisto - Ullanlinna   (Helsinki ),8120,7244,7414,..
2017Q1,00150 Eira - Hernesaari   (Helsinki ),7003,6576,7353,..
2017Q1,00160 Katajanokka   (Helsinki ),..,..,5654,..
2017Q1,00170 Kruununhaka   (Helsinki ),7396,7260,6173,..
2017Q1,00180 Kamppi - Ruoholahti   (Helsinki ),7815,6748,5887,..
2017Q1,00190 Suomenlinna   (Helsinki ),..,..,..,..
2017Q1,00200 Lauttasaari   (Helsinki ),..,5253,4932,..
2017Q1,00210 Vattuniemi   (Helsinki ),5960,5059,5452,..
2017Q1,00220 Jätkäsaari   (Helsinki ),..,..,..,..
2017Q1,00240 Länsi-Pasila   (Helsinki ),..,..,..,..
2017Q1,00250 Taka-Töölö   (Helsinki ),6855,6027,5169,..
2017Q1,00260 Keski-Töölö   (Helsinki ),7021,5802,5743,..
2017Q1,00270 Pohjois-Meilahti   (Helsinki ),7488,5919,5279,..
2017Q1,00280 Ruskeasuo   (Helsinki ),..,..,4626,..
2017Q1,00290 Meilahden sairaala-alue   (Helsinki ),..,..,..,..
2017Q1,00300 Pikku Huopalahti   (Helsinki ),..,..,..,..
2017Q1,00310 Kivihaka   (Helsinki ),..,..,..,..
2017Q1,00320 Etelä-Haaga   (Helsinki ),..,4472,4156,..
2017Q1,00330 Munkkiniemi   (Helsinki ),..,5116,5167,..
2017Q1,00340 Kuusisaari-Lehtisaari   (Helsinki ),..,..,..,..
2017Q1,00350 Munkkivuori-Niemenmäki   (Helsinki ),..,4565,4260,..
2017Q1,00360 Pajamäki   (Helsinki ),..,..,3567,..
2017Q1,00370 Reimarla   (Helsinki ),..,..,..,3941
2017Q1,00380 Pitäjänmäen teollisuusalue   (Helsinki ),..,..,4337,..
2017Q1,00390 Konala   (Helsinki ),..,3366,3135,..
2017Q1,00400 Pohjois-Haaga   (Helsinki ),4822,4062,3394,..
2017Q1,00410 Malminkartano   (Helsinki ),..,2758,..,..
2017Q1,00420 Kannelmäki   (Helsinki ),..,3130,2692,..
2017Q1,00430 Maununneva   (Helsinki ),..,..,..,3173
2017Q1,00440 Lassila   (Helsinki ),4157,3530,3226,..
2017Q1,00500 Sörnäinen   (Helsinki ),..,5291,..,..
2017Q1,00510 Etu-Vallila - Alppila   (Helsinki ),6244,5291,5001,..
2017Q1,00520 Itä-Pasila   (Helsinki ),5705,5353,4599,..
2017Q1,00530 Kallio   (Helsinki ),5956,5257,5117,..
2017Q1,00540 Kalasatama   (Helsinki ),..,..,..,..
2017Q1,00550 Vallila   (Helsinki ),..,4569,..,..
2017Q1,00560 Toukola-Vanhakaupunki   (Helsinki ),..,5520,5365,..
2017Q1,00570 Kulosaari   (Helsinki ),..,..,4562,..
2017Q1,00580 Verkkosaari   (Helsinki ),..,..,..,..
2017Q1,00590 Kaitalahti   (Helsinki ),..,..,..,..
2017Q1,00600 Koskela-Helsinki   (Helsinki ),..,..,..,..
2017Q1,00610 Käpylä   (Helsinki ),..,5103,..,..
2017Q1,00620 Metsälä-Etelä-Oulunkylä   (Helsinki ),..,..,..,..
2017Q1,00630 Maunula-Suursuo   (Helsinki ),..,3372,..,..
2017Q1,00640 Oulunkylä-Patola   (Helsinki ),..,..,2899,3333
2017Q1,00650 Veräjämäki   (Helsinki ),..,..,..,..
2017Q1,00660 Länsi-Pakila   (Helsinki ),..,..,..,..
2017Q1,00670 Paloheinä   (Helsinki ),..,..,..,3755
2017Q1,00680 Itä-Pakila   (Helsinki ),..,..,..,..
2017Q1,00690 Tuomarinkylä-Torpparinmäki   (Helsinki ),..,..,..,3154
2017Q1,00700 Malmi   (Helsinki ),..,3204,2625,..
2017Q1,00710 Pihlajamäki   (Helsinki ),..,3112,2253,..
2017Q1,00720 Pukinmäki-Savela   (Helsinki ),..,2918,2662,..
2017Q1,00730 Tapanila   (Helsinki ),..,..,..,3232
2017Q1,00740 Siltamäki   (Helsinki ),..,..,2213,2915
2017Q1,00750 Puistola   (Helsinki ),..,..,..,2897
2017Q1,00760 Suurmetsä   (Helsinki ),..,..,..,..
2017Q1,00770 Jakomäki - Alppikylä   (Helsinki ),..,..,..,..
2017Q1,00780 Tapaninvainio   (Helsinki ),..,..,..,..
2017Q1,00790 Viikki   (Helsinki ),..,4207,3636,..
2017Q1,00800 Länsi-Herttoniemi   (Helsinki ),..,4254,4173,..
2017Q1,00810 Herttoniemi   (Helsinki ),..,..,4454,..
2017Q1,00820 Roihuvuori   (Helsinki ),4593,3017,2940,..
2017Q1,00830 Tammisalo   (Helsinki ),..,..,..,..
2017Q1,00840 Laajasalo   (Helsinki ),4363,3379,3204,3604
2017Q1,00850 Jollas   (Helsinki ),..,..,..,..
2017Q1,00870 Etelä-Laajasalo   (Helsinki ),..,..,..,..
2017Q1,00890 Itäsalmi   (Helsinki ),..,..,..,..
2017Q1,00900 Puotinharju   (Helsinki ),..,..,2286,..
2017Q1,00910 Puotila   (Helsinki ),4064,3179,2903,..
2017Q1,00920 Myllypuro   (Helsinki ),..,..,2393,..
2017Q1,00930 Itäkeskus-Marjaniemi   (Helsinki ),..,..,..,3787
2017Q1,00940 Kontula - Vesala   (Helsinki ),..,..,2170,2919
2017Q1,00950 Vartioharju   (Helsinki ),..,..,..,..
2017Q1,00960 Pohjois-Vuosaari   (Helsinki ),..,..,2611,2978
2017Q1,00970 Mellunmäki   (Helsinki ),..,2648,2059,..
2017Q1,00980 Etelä-Vuosaari   (Helsinki ),..,..,3153,3299
2017Q1,00990 Aurinkolahti   (Helsinki ),..,4700,4619,..
2017Q1,01200 Hakunila   (Vantaa ),..,1957,1775,..
2017Q1,01230 Vaarala   (Vantaa ),..,..,..,..
2017Q1,01260 Itä-Hakkila   (Vantaa ),..,..,..,2632
2017Q1,01280 Länsimäki   (Vantaa ),..,..,1843,2730
2017Q1,01300 Tikkurila   (Vantaa ),3753,2955,2817,3038
2017Q1,01340 Leinelä   (Vantaa ),..,..,..,..
2017Q1,01350 Hiekkaharju   (Vantaa ),..,..,2143,2556
2017Q1,01360 Koivukylä-Havukoski   (Vantaa ),2711,2033,1920,2531
2017Q1,01370 Jokiniemi   (Vantaa ),..,..,..,..
2017Q1,01380 Kuusikko-Hakkila   (Vantaa ),..,..,..,..
2017Q1,01390 Ruskeasanta-Ilola   (Vantaa ),..,..,..,..
2017Q1,01400 Rekola   (Vantaa ),..,..,..,..
2017Q1,01420 Päiväkumpu   (Vantaa ),..,..,..,..
2017Q1,01450 Korso   (Vantaa ),..,..,2144,2602
2017Q1,01480 Mikkola   (Vantaa ),2482,1804,2073,2671
2017Q1,01510 Kirkonkylä-Veromäki   (Vantaa ),..,3960,3620,..
2017Q1,01520 Tammisto   (Vantaa ),..,..,3607,3984
2017Q1,01530 Veromiehenkylä   (Vantaa ),..,..,..,..
2017Q1,01600 Myyrmäki   (Vantaa ),..,2435,2058,..
2017Q1,01610 Kaivoksela   (Vantaa ),..,2921,2381,..
2017Q1,01620 Martinlaakso   (Vantaa ),3232,2622,2036,2468
2017Q1,01630 Hämeenkylä   (Vantaa ),..,..,..,2764
2017Q1,01640 Hämevaara   (Vantaa ),..,..,..,..
2017Q1,01650 Vapaala   (Vantaa ),..,..,..,..
2017Q1,01660 Varisto   (Vantaa ),..,..,..,..
2017Q1,01670 Vantaanlaakso   (Vantaa ),..,..,..,..
2017Q1,01680 Askisto   (Vantaa ),..,..,..,..
2017Q1,01690 Ylästö   (Vantaa ),..,..,..,3369
2017Q1,01700 Kivistö   (Vantaa ),..,..,..,..
2017Q1,01710 Pähkinärinne   (Vantaa ),..,2775,2183,..
2017Q1,01720 Petikko   (Vantaa ),..,..,..,..
2017Q1,01730 Vantaanpuisto   (Vantaa ),..,..,..,..
2017Q1,01750 Keimola   (Vantaa ),..,..,..,..
2017Q1,01760 Seutula   (Vantaa ),..,..,..,..
2017Q1,02100 Tapiola   (Espoo ),..,5127,4175,..
2017Q1,02110 Otsolahti   (Espoo ),..,4964,4240,..
2017Q1,02120 Länsikorkee-Suvikumpu   (Espoo ),..,4675,..,..
2017Q1,02130 Pohjois-Tapiola   (Espoo ),..,..,..,3857
2017Q1,02140 Laajalahti   (Espoo ),..,..,..,..
2017Q1,02150 Otaniemi   (Espoo ),..,..,..,..
2017Q1,02160 Westend   (Espoo ),..,..,..,..
2017Q1,02170 Haukilahti   (Espoo ),..,..,3527,3696
2017Q1,02180 Mankkaa   (Espoo ),..,..,..,3914
2017Q1,02200 Niittykumpu   (Espoo ),..,..,4154,3487
2017Q1,02210 Olari   (Espoo ),3898,2982,2478,3190
2017Q1,02230 Matinkylä   (Espoo ),4290,3668,3399,4373
2017Q1,02240 Friisilä   (Espoo ),..,..,..,..
2017Q1,02250 Henttaa   (Espoo ),..,..,..,..
2017Q1,02260 Kaitaa   (Espoo ),..,..,..,..
2017Q1,02270 Finnoo-Eestinmalmi   (Espoo ),..,..,..,3145
2017Q1,02280 Malminmäki-Eestinlaakso   (Espoo ),..,..,..,..
2017Q1,02300 Nöykkiönpuro   (Espoo ),..,..,..,..
2017Q1,02320 Espoonlahti   (Espoo ),3420,3291,3014,3269
2017Q1,02330 Saunalahti-Kattilalaakso   (Espoo ),..,..,..,3576
2017Q1,02340 Latokaski   (Espoo ),..,..,..,3298
2017Q1,02360 Soukka   (Espoo ),..,..,2395,3100
2017Q1,02380 Suvisaaristo   (Espoo ),..,..,..,..
2017Q1,02600 Etelä-Leppävaara   (Espoo ),..,3879,3231,..
2017Q1,02610 Kilo   (Espoo ),..,..,..,..
2017Q1,02620 Karakallio   (Espoo ),..,..,2201,2879
2017Q1,02630 Nihtisilta   (Espoo ),..,..,..,..
2017Q1,02650 Pohjois-Leppävaara   (Espoo ),..,3547,3165,..
2017Q1,02660 Lintuvaara   (Espoo ),..,..,..,..
2017Q1,02680 Uusmäki   (Espoo ),..,..,..,..
2017Q1,02700 Kauniainen   (Kauniainen ),..,..,3596,3574
2017Q1,02710 Viherlaakso   (Espoo ),..,..,1854,3136
2017Q1,02720 Lähderanta   (Espoo ),..,..,..,..
2017Q1,02730 Jupperi   (Espoo ),..,..,..,..
2017Q1,02740 Bemböle-Pakankylä   (Espoo ),..,..,..,..
2017Q1,02750 Sepänkylä-Kuurinniitty   (Espoo ),..,..,..,3684
2017Q1,02760 Tuomarila-Suvela   (Espoo ),..,..,2782,2900
2017Q1,02770 Espoon Keskus   (Espoo ),..,..,..,3149
2017Q1,02780 Kauklahti   (Espoo ),..,..,..,..
2017Q1,02810 Gumböle-Karhusuo   (Espoo ),..,..,..,..
2017Q1,02820 Nupuri-Nuuksio   (Espoo ),..,..,..,..
2017Q1,02860 Siikajärvi   (Espoo ),..,..,..,..
2017Q1,02920 Niipperi   (Espoo ),..,..,..,..
2017Q1,02940 Lippajärvi-Järvenperä   (Espoo ),..,..,..,3015
2017Q1,02970 Kalajärvi   (Espoo ),..,..,..,..
2017Q1,02980 Lakisto   (Espoo ),..,..,..,..
2017Q2,00100 Helsinki Keskusta - Etu-Töölö   (Helsinki ),7384,6498,6382,..
2017Q2,00120 Punavuori   (Helsinki ),7862,6648,6806,..
2017Q2,00130 Kaartinkaupunki   (Helsinki ),..,..,..,..
2017Q2,00140 Kaivopuisto - Ullanlinna   (Helsinki ),7177,7222,7141,..
2017Q2,00150 Eira - Hernesaari   (Helsinki ),7210,7210,7420,..
2017Q2,00160 Katajanokka   (Helsinki ),..,..,6027,..
2017Q2,00170 Kruununhaka   (Helsinki ),8281,6669,6581,..
2017Q2,00180 Kamppi - Ruoholahti   (Helsinki ),..,6801,6321,..
2017Q2,00190 Suomenlinna   (Helsinki ),..,..,..,..
2017Q2,00200 Lauttasaari   (Helsinki ),..,5331,5280,..
2017Q2,00210 Vattuniemi   (Helsinki ),..,..,5560,..
2017Q2,00220 Jätkäsaari   (Helsinki ),..,..,..,..
2017Q2,00240 Länsi-Pasila   (Helsinki ),..,..,4910,..
2017Q2,00250 Taka-Töölö   (Helsinki ),6884,5953,5741,..
2017Q2,00260 Keski-Töölö   (Helsinki ),7379,6660,6565,..
2017Q2,00270 Pohjois-Meilahti   (Helsinki ),6869,5825,5332,..
2017Q2,00280 Ruskeasuo   (Helsinki ),5818,..,..,..
2017Q2,00290 Meilahden sairaala-alue   (Helsinki ),..,..,..,..
2017Q2,00300 Pikku Huopalahti   (Helsinki ),..,..,..,..
2017Q2,00310 Kivihaka   (Helsinki ),..,..,..,..
2017Q2,00320 Etelä-Haaga   (Helsinki ),..,4755,4216,..
2017Q2,00330 Munkkiniemi   (Helsinki ),..,5108,5242,..
2017Q2,00340 Kuusisaari-Lehtisaari   (Helsinki ),..,..,..,..
2017Q2,00350 Munkkivuori-Niemenmäki   (Helsinki ),..,4665,4352,..
2017Q2,00360 Pajamäki   (Helsinki ),..,..,..,..
2017Q2,00370 Reimarla   (Helsinki ),..,..,2523,..
2017Q2,00380 Pitäjänmäen teollisuusalue   (Helsinki ),..,..,..,..
2017Q2,00390 Konala   (Helsinki ),..,3134,3027,..
2017Q2,00400 Pohjois-Haaga   (Helsinki ),4846,4445,3386,..
2017Q2,00410 Malminkartano   (Helsinki ),..,..,2394,..
2017Q2,00420 Kannelmäki   (Helsinki ),..,3402,3304,..
2017Q2,00430 Maununneva   (Helsinki ),..,..,..,..
2017Q2,00440 Lassila   (Helsinki ),4472,3610,3407,..
2017Q2,00500 Sörnäinen   (Helsinki ),..,5079,..,..
2017Q2,00510 Etu-Vallila - Alppila   (Helsinki ),6146,5241,4928,..
2017Q2,00520 Itä-Pasila   (Helsinki ),5730,5309,4103,..
2017Q2,00530 Kallio   (Helsinki ),6063,5420,5141,..
2017Q2,00540 Kalasatama   (Helsinki ),..,..,..,..
2017Q2,00550 Vallila   (Helsinki ),5753,5014,..,..
2017Q2,00560 Toukola-Vanhakaupunki   (Helsinki ),..,5450,5339,..
2017Q2,00570 Kulosaari   (Helsinki ),..,..,4937,5042
2017Q2,00580 Verkkosaari   (Helsinki ),..,..,..,..
2017Q2,00590 Kaitalahti   (Helsinki ),..,..,..,..
2017Q2,00600 Koskela-Helsinki   (Helsinki ),..,..,2370,..
2017Q2,00610 Käpylä   (Helsinki ),..,5104,4410,..
2017Q2,00620 Metsälä-Etelä-Oulunkylä   (Helsinki ),..,3684,..,..
2017Q2,00630 Maunula-Suursuo   (Helsinki ),..,3833,2816,..
2017Q2,00640 Oulunkylä-Patola   (Helsinki ),..,3418,3380,..
2017Q2,00650 Veräjämäki   (Helsinki ),..,..,..,..
2017Q2,00660 Länsi-Pakila   (Helsinki ),..,..,..,..
2017Q2,00670 Paloheinä   (Helsinki ),..,..,..,3579
2017Q2,00680 Itä-Pakila   (Helsinki ),..,..,..,..
2017Q2,00690 Tuomarinkylä-Torpparinmäki   (Helsinki ),..,..,..,..
2017Q2,00700 Malmi   (Helsinki ),..,..,2860,3739
2017Q2,00710 Pihlajamäki   (Helsinki ),..,2574,2256,..
2017Q2,00720 Pukinmäki-Savela   (Helsinki ),..,..,2717,2770
2017Q2,00730 Tapanila   (Helsinki ),..,..,..,3320
2017Q2,00740 Siltamäki   (Helsinki ),..,..,..,3273
2017Q2,00750 Puistola   (Helsinki ),..,2678,..,3088
2017Q2,00760 Suurmetsä   (Helsinki ),..,..,..,2974
2017Q2,00770 Jakomäki - Alppikylä   (Helsinki ),..,..,..,..
2017Q2,00780 Tapaninvainio   (Helsinki ),..,3278,..,3349
2017Q2,00790 Viikki   (Helsinki ),..,..,..,4026
2017Q2,00800 Länsi-Herttoniemi   (Helsinki ),..,4157,3991,..
2017Q2,00810 Herttoniemi   (Helsinki ),..,4574,4283,..
2017Q2,00820 Roihuvuori   (Helsinki ),..,..,2866,..
2017Q2,00830 Tammisalo   (Helsinki ),..,..,..,..
2017Q2,00840 Laajasalo   (Helsinki ),4923,3373,2916,3567
2017Q2,00850 Jollas   (Helsinki ),..,..,..,..
2017Q2,00870 Etelä-Laajasalo   (Helsinki ),..,..,..,..
2017Q2,00890 Itäsalmi   (Helsinki ),..,..,..,..
2017Q2,00900 Puotinharju   (Helsinki ),..,..,2788,..
2017Q2,00910 Puotila   (Helsinki ),..,3281,2820,..
2017Q2,00920 Myllypuro   (Helsinki ),..,3060,2266,..
2017Q2,00930 Itäkeskus-Marjaniemi   (Helsinki ),..,2955,..,3616
2017Q2,00940 Kontula - Vesala   (Helsinki ),..,..,1862,2971
2017Q2,00950 Vartioharju   (Helsinki ),..,..,..,..
2017Q2,00960 Pohjois-Vuosaari   (Helsinki ),3552,2938,2550,3233
2017Q2,00970 Mellunmäki   (Helsinki ),..,2496,2089,..
2017Q2,00980 Etelä-Vuosaari   (Helsinki ),..,..,2665,3115
2017Q2,00990 Aurinkolahti   (Helsinki ),..,4469,4495,..
2017Q2,01200 Hakunila   (Vantaa ),2799,2030,1697,2644
2017Q2,01230 Vaarala   (Vantaa ),..,..,..,..
2017Q2,01260 Itä-Hakkila   (Vantaa ),..,..,..,2589
2017Q2,01280 Länsimäki   (Vantaa ),..,2251,..,2941
2017Q2,01300 Tikkurila   (Vantaa ),4106,3196,2986,3079
2017Q2,01340 Leinelä   (Vantaa ),..,..,..,..
2017Q2,01350 Hiekkaharju   (Vantaa ),..,..,2179,2964
2017Q2,01360 Koivukylä-Havukoski   (Vantaa ),2903,2026,1708,3194
2017Q2,01370 Jokiniemi   (Vantaa ),..,..,..,3067
2017Q2,01380 Kuusikko-Hakkila   (Vantaa ),..,..,..,..
2017Q2,01390 Ruskeasanta-Ilola   (Vantaa ),..,..,..,..
2017Q2,01400 Rekola   (Vantaa ),..,..,..,..
2017Q2,01420 Päiväkumpu   (Vantaa ),..,..,..,..
2017Q2,01450 Korso   (Vantaa ),..,..,1828,2547
2017Q2,01480 Mikkola   (Vantaa ),..,1669,1859,..
2017Q2,01510 Kirkonkylä-Veromäki   (Vantaa ),..,..,3385,..
2017Q2,01520 Tammisto   (Vantaa ),..,3828,3675,3841
2017Q2,01530 Veromiehenkylä   (Vantaa ),..,..,..,..
2017Q2,01600 Myyrmäki   (Vantaa ),..,2560,2263,..
2017Q2,01610 Kaivoksela   (Vantaa ),..,2635,2184,..
2017Q2,01620 Martinlaakso   (Vantaa ),3258,2341,2095,2724
2017Q2,01630 Hämeenkylä   (Vantaa ),..,..,..,2893
2017Q2,01640 Hämevaara   (Vantaa ),..,..,..,..
2017Q2,01650 Vapaala   (Vantaa ),..,2055,..,..
2017Q2,01660 Varisto   (Vantaa ),..,..,..,..
2017Q2,01670 Vantaanlaakso   (Vantaa ),..,..,..,..
2017Q2,01680 Askisto   (Vantaa ),..,..,..,..
2017Q2,01690 Ylästö   (Vantaa ),..,..,..,3303
2017Q2,01700 Kivistö   (Vantaa ),..,..,..,3560
2017Q2,01710 Pähkinärinne   (Vantaa ),..,2587,2180,..
2017Q2,01720 Petikko   (Vantaa ),..,..,..,..
2017Q2,01730 Vantaanpuisto   (Vantaa ),..,..,..,2572
2017Q2,01750 Keimola   (Vantaa ),..,..,..,..
2017Q2,01760 Seutula   (Vantaa ),..,..,..,..
2017Q2,02100 Tapiola   (Espoo ),..,5144,4022,..
2017Q2,02110 Otsolahti   (Espoo ),..,4839,..,..
2017Q2,02120 Länsikorkee-Suvikumpu   (Espoo ),..,4697,3752,..
2017Q2,02130 Pohjois-Tapiola   (Espoo ),..,..,..,4024
2017Q2,02140 Laajalahti   (Espoo ),..,..,..,3771
2017Q2,02150 Otaniemi   (Espoo ),..,..,..,..
2017Q2,02160 Westend   (Espoo ),..,..,..,4502
2017Q2,02170 Haukilahti   (Espoo ),..,..,3876,4133
2017Q2,02180 Mankkaa   (Espoo ),..,..,..,3700
2017Q2,02200 Niittykumpu   (Espoo ),..,..,4303,3387
2017Q2,02210 Olari   (Espoo ),..,..,2606,3150
2017Q2,02230 Matinkylä   (Espoo ),4569,3802,3402,4039
2017Q2,02240 Friisilä   (Espoo ),..,..,..,3818
2017Q2,02250 Henttaa   (Espoo ),..,..,..,..
2017Q2,02260 Kaitaa   (Espoo ),..,..,..,..
2017Q2,02270 Finnoo-Eestinmalmi   (Espoo ),..,..,..,..
2017Q2,02280 Malminmäki-Eestinlaakso   (Espoo ),..,..,..,..
2017Q2,02300 Nöykkiönpuro   (Espoo ),..,..,..,3594
